Date,Open,High,Low,Close,Adj Close,Volume
2020-02-20,7500.000000,7700.000000,7475.000000,7650.000000,7332.727051,11991000
2020-02-21,7650.000000,7650.000000,7475.000000,7500.000000,7188.947754,9864100
2020-02-24,7400.000000,7425.000000,7225.000000,7225.000000,6925.353027,11614600
2020-02-25,7150.000000,7350.000000,7075.000000,7300.000000,6997.242676,14739700
2020-02-26,7250.000000,7375.000000,7200.000000,7300.000000,6997.242676,10567900
2020-02-27,7300.000000,7300.000000,7025.000000,7150.000000,6853.463379,13251400
2020-02-28,7075.000000,7075.000000,6725.000000,6825.000000,6541.942383,34476300
2020-03-02,6825.000000,7200.000000,6800.000000,6900.000000,6613.832031,20747600
2020-03-03,7100.000000,7200.000000,6950.000000,7125.000000,6829.500488,27945100
2020-03-04,7125.000000,7450.000000,7100.000000,7425.000000,7117.058594,16142200
2020-03-05,7475.000000,7600.000000,7375.000000,7400.000000,7093.095215,12512400
2020-03-06,7375.000000,7475.000000,7225.000000,7450.000000,7141.021484,10982200
2020-03-09,7000.000000,7200.000000,6900.000000,7025.000000,6733.647461,21278700
2020-03-10,7025.000000,7375.000000,7025.000000,7100.000000,6805.537598,14816900
2020-03-11,7100.000000,7450.000000,7075.000000,7300.000000,6997.242676,19638900
2020-03-12,7225.000000,7450.000000,7000.000000,7225.000000,6925.353027,20637800
2020-03-13,7225.000000,7225.000000,7225.000000,7225.000000,6925.353027,0
2020-03-16,7475.000000,7500.000000,6975.000000,6975.000000,6685.721680,18254300
2020-03-17,6975.000000,7175.000000,6500.000000,6500.000000,6230.421387,29370900
2020-03-18,6650.000000,6650.000000,6050.000000,6050.000000,5799.084473,34350500
2020-03-19,6050.000000,6150.000000,5650.000000,5650.000000,5415.674316,13743300
2020-03-20,5475.000000,6475.000000,5275.000000,6225.000000,5966.826660,45224600
2020-03-23,6125.000000,6225.000000,5800.000000,5800.000000,5559.453125,16961000
2020-03-24,5900.000000,6100.000000,5575.000000,5675.000000,5439.637207,19279500
2020-03-26,5825.000000,6800.000000,5825.000000,6775.000000,6494.016113,29296900
2020-03-27,7000.000000,7725.000000,6500.000000,6800.000000,6517.979004,30521200
2020-03-30,6775.000000,6800.000000,6325.000000,6425.000000,6158.532227,18135300
2020-03-31,6600.000000,7250.000000,6600.000000,7250.000000,6949.315918,27011000
2020-04-01,7250.000000,7475.000000,7000.000000,7150.000000,6853.463379,13801800
2020-04-02,7150.000000,7225.000000,6925.000000,7225.000000,6925.353027,11148700
2020-04-03,7225.000000,7250.000000,6925.000000,7100.000000,6805.537598,18556300
2020-04-06,7125.000000,7300.000000,7100.000000,7300.000000,6997.242676,8882300
2020-04-07,7350.000000,7600.000000,7050.000000,7275.000000,6973.279297,11884600
2020-04-08,7250.000000,7250.000000,6800.000000,7125.000000,6829.500488,14428900
2020-04-09,7000.000000,7250.000000,6900.000000,7250.000000,6949.315918,8617000
2020-04-13,7250.000000,7250.000000,7050.000000,7100.000000,6805.537598,4282500
2020-04-14,7100.000000,7150.000000,7025.000000,7150.000000,6853.463379,6534300
2020-04-15,7150.000000,7200.000000,6925.000000,6975.000000,6685.721680,11877300
2020-04-16,6975.000000,6975.000000,6600.000000,6650.000000,6374.200684,17260700
2020-04-17,6800.000000,6950.000000,6800.000000,6875.000000,6589.869141,11696600
2020-04-20,6900.000000,7075.000000,6875.000000,7000.000000,6709.684570,13853300
2020-04-21,7000.000000,7075.000000,6850.000000,6925.000000,6637.794922,10394700
2020-04-22,7000.000000,7150.000000,6800.000000,7100.000000,6805.537598,10220900
2020-04-23,7100.000000,7700.000000,7050.000000,7500.000000,7188.947754,26530100
2020-04-24,7400.000000,7700.000000,7350.000000,7500.000000,7188.947754,28075100
2020-04-27,7500.000000,7725.000000,7425.000000,7500.000000,7188.947754,9643200
2020-04-28,7525.000000,7925.000000,7525.000000,7850.000000,7524.432129,21296700
2020-04-29,7900.000000,8025.000000,7650.000000,8000.000000,7668.211426,16761500
2020-04-30,8000.000000,8450.000000,8000.000000,8275.000000,7931.805664,28226900
2020-05-04,8250.000000,8250.000000,7850.000000,7925.000000,7596.321289,17119000
2020-05-05,8000.000000,8300.000000,7975.000000,8300.000000,7955.769043,18737600
2020-05-06,8300.000000,8325.000000,8050.000000,8100.000000,7764.063965,11498100
2020-05-08,8125.000000,8200.000000,7925.000000,8050.000000,7716.137207,11108900
2020-05-11,8050.000000,8250.000000,8050.000000,8075.000000,7740.100586,8239200
2020-05-12,8100.000000,8225.000000,8025.000000,8175.000000,7835.953125,11132700
2020-05-13,8175.000000,8250.000000,8050.000000,8250.000000,7907.842285,9910100
2020-05-14,8225.000000,8300.000000,8125.000000,8300.000000,7955.769043,11861700
2020-05-15,8300.000000,8600.000000,8275.000000,8575.000000,8219.363281,23052700
2020-05-18,8800.000000,8800.000000,8325.000000,8475.000000,8123.510742,13193900
2020-05-19,8425.000000,8575.000000,8250.000000,8250.000000,7907.842285,12088400
2020-05-20,8250.000000,8350.000000,8000.000000,8050.000000,7716.137207,16948600
2020-05-26,8050.000000,8275.000000,8050.000000,8150.000000,7811.989746,27690800
2020-05-27,8000.000000,8250.000000,8000.000000,8200.000000,7859.916504,15919300
2020-05-28,8200.000000,8300.000000,8000.000000,8025.000000,7692.173828,27680500
2020-05-29,8050.000000,8125.000000,7750.000000,7750.000000,7428.579590,90601000
2020-06-02,7850.000000,8200.000000,7800.000000,8100.000000,7764.063965,27780700
2020-06-03,8200.000000,8450.000000,8125.000000,8225.000000,7883.879883,23576100
2020-06-04,8250.000000,8325.000000,8100.000000,8175.000000,7835.953125,16634700
2020-06-05,8175.000000,8200.000000,7975.000000,8050.000000,7716.137207,18066100
2020-06-08,8100.000000,8225.000000,8025.000000,8200.000000,7859.916504,12675400
2020-06-09,8250.000000,8475.000000,8200.000000,8300.000000,7955.769043,26608700
2020-06-10,8475.000000,8475.000000,8150.000000,8200.000000,7859.916504,15919600
2020-06-11,8200.000000,8300.000000,8100.000000,8200.000000,7859.916504,19429200
2020-06-12,8200.000000,8200.000000,8000.000000,8200.000000,7859.916504,10835600
2020-06-15,8200.000000,8300.000000,8175.000000,8275.000000,7931.805664,14159100
2020-06-16,8325.000000,8400.000000,8250.000000,8275.000000,7931.805664,12197800
2020-06-17,8275.000000,8325.000000,8150.000000,8275.000000,7931.805664,10800100
2020-06-18,8225.000000,8225.000000,8050.000000,8050.000000,7716.137207,15200400
2020-06-19,8100.000000,8150.000000,8050.000000,8050.000000,7716.137207,12756000
2020-06-22,8150.000000,8150.000000,8025.000000,8050.000000,7716.137207,11487400
2020-06-23,8050.000000,8100.000000,8000.000000,8000.000000,7668.211426,5947400
2020-06-24,8050.000000,8125.000000,8000.000000,8075.000000,7740.100586,10739900
2020-06-25,8050.000000,8100.000000,7900.000000,7900.000000,7572.357910,13066500
2020-06-26,8025.000000,8025.000000,7825.000000,7900.000000,7572.357910,15566700
2020-06-29,7925.000000,7950.000000,7800.000000,7925.000000,7596.321289,11377500
2020-06-30,7925.000000,8000.000000,7850.000000,7900.000000,7572.357910,10394200
2020-07-01,7925.000000,7950.000000,7750.000000,7800.000000,7476.505371,10729600
2020-07-02,7800.000000,8050.000000,7800.000000,8050.000000,7716.137207,15082500
2020-07-03,8000.000000,8075.000000,7900.000000,7900.000000,7572.357910,8394200
2020-07-06,7950.000000,8000.000000,7875.000000,7900.000000,7572.357910,17782600
2020-07-07,7925.000000,8000.000000,7850.000000,7925.000000,7596.321289,14181500
2020-07-08,7925.000000,8150.000000,7900.000000,8100.000000,7764.063965,19068800
2020-07-09,8100.000000,8175.000000,7975.000000,7975.000000,7644.248047,12857400
2020-07-10,7950.000000,8000.000000,7925.000000,7925.000000,7596.321289,9371900
2020-07-13,7950.000000,8050.000000,7925.000000,8025.000000,7692.173828,7824700
2020-07-14,8025.000000,8100.000000,8000.000000,8075.000000,7740.100586,6440700
2020-07-15,8100.000000,8125.000000,8050.000000,8050.000000,7716.137207,10766900
2020-07-16,8050.000000,8150.000000,8050.000000,8100.000000,7764.063965,10655000
2020-07-17,8100.000000,8125.000000,7900.000000,8125.000000,7788.026367,5335500
2020-07-20,8125.000000,8150.000000,8025.000000,8125.000000,7788.026367,9056400
2020-07-21,8125.000000,8125.000000,8000.000000,8000.000000,7668.211426,12476400
2020-07-22,8100.000000,8200.000000,8000.000000,8000.000000,7668.211426,10728700
2020-07-23,8025.000000,8075.000000,7975.000000,8050.000000,7716.137207,18413300
2020-07-24,8075.000000,8100.000000,8000.000000,8050.000000,7716.137207,12211100
2020-07-27,8100.000000,8100.000000,8000.000000,8075.000000,7740.100586,6391600
2020-07-28,8075.000000,8150.000000,8075.000000,8150.000000,7811.989746,16665100
2020-07-29,8150.000000,8300.000000,8125.000000,8250.000000,7907.842285,18793500
2020-07-30,8250.000000,8400.000000,8200.000000,8400.000000,8051.621094,19708600
2020-08-03,8400.000000,8450.000000,8100.000000,8250.000000,7907.842285,19125400
2020-08-04,8350.000000,8350.000000,8150.000000,8225.000000,7883.879883,13251900
2020-08-05,8225.000000,8250.000000,8100.000000,8250.000000,8012.072266,10465900
2020-08-06,8275.000000,8300.000000,8150.000000,8175.000000,7939.235352,12406300
2020-08-07,8175.000000,8225.000000,8075.000000,8125.000000,7890.677246,8987900
2020-08-10,8125.000000,8200.000000,8100.000000,8100.000000,7866.398438,7982000
2020-08-11,8125.000000,8150.000000,8050.000000,8050.000000,7817.840332,16657800
2020-08-12,8075.000000,8125.000000,8025.000000,8050.000000,7817.840332,11451200
2020-08-13,8075.000000,8175.000000,8050.000000,8175.000000,7939.235352,11271500
2020-08-14,8175.000000,8250.000000,8150.000000,8200.000000,7963.514648,13065900
2020-08-18,8225.000000,8250.000000,8175.000000,8225.000000,7987.793457,12267900
2020-08-19,8225.000000,8275.000000,8200.000000,8200.000000,7963.514648,9945900
2020-08-24,8225.000000,8275.000000,8175.000000,8175.000000,7939.235352,8029000
2020-08-25,8175.000000,8250.000000,8175.000000,8200.000000,7963.514648,11597200
2020-08-26,8200.000000,8250.000000,8200.000000,8200.000000,7963.514648,14121900
2020-08-27,8200.000000,8250.000000,8175.000000,8250.000000,8012.072266,11343100
2020-08-28,8250.000000,8275.000000,8200.000000,8250.000000,8012.072266,13210800
2020-08-31,8275.000000,8275.000000,8150.000000,8225.000000,7987.793457,17339800
2020-09-01,8350.000000,8350.000000,8150.000000,8225.000000,7987.793457,15367200
2020-09-02,8300.000000,8300.000000,8125.000000,8150.000000,7914.956543,17081900
2020-09-03,8150.000000,8225.000000,8150.000000,8175.000000,7939.235352,9683100
2020-09-04,8200.000000,8400.000000,8125.000000,8400.000000,8157.746094,14782100
2020-09-07,8400.000000,8400.000000,8250.000000,8375.000000,8133.467773,14396400
2020-09-08,8375.000000,8375.000000,8325.000000,8375.000000,8133.467773,5156800
2020-09-09,8225.000000,8325.000000,8225.000000,8250.000000,8012.072266,11364100
2020-09-10,8200.000000,8200.000000,7900.000000,7975.000000,7745.003418,25116900
2020-09-11,7850.000000,8300.000000,7800.000000,8300.000000,8060.630371,8948800
2020-09-14,8325.000000,8325.000000,8125.000000,8200.000000,7963.514648,17218200
2020-09-15,8200.000000,8225.000000,8050.000000,8100.000000,7866.398438,11223900
2020-09-16,8100.000000,8150.000000,8000.000000,8000.000000,7769.282715,3827300
2020-09-17,8025.000000,8100.000000,8000.000000,8075.000000,7842.119629,2734700
2020-09-18,8100.000000,8125.000000,8025.000000,8025.000000,7793.561035,8783200
2020-09-21,8025.000000,8075.000000,7950.000000,8000.000000,7769.282715,3295800
2020-09-22,7900.000000,8000.000000,7900.000000,7950.000000,7720.724609,7428400
2020-09-23,7950.000000,8000.000000,7900.000000,7925.000000,7696.445313,9067300
2020-09-24,7850.000000,7900.000000,7775.000000,7800.000000,7575.050293,7510400
2020-09-25,7850.000000,7975.000000,7775.000000,7925.000000,7696.445313,8029400
2020-09-28,7875.000000,7950.000000,7875.000000,7900.000000,7672.166016,5378100
2020-09-29,7900.000000,8200.000000,7900.000000,7975.000000,7745.003418,7464700
2020-09-30,8050.000000,8100.000000,7950.000000,8100.000000,7866.398438,5521300
2020-10-01,8075.000000,8100.000000,7975.000000,8025.000000,7793.561035,4384800
2020-10-02,7950.000000,8000.000000,7950.000000,8000.000000,7769.282715,3689800
2020-10-05,8100.000000,8100.000000,8000.000000,8075.000000,7842.119629,7906400
2020-10-06,8100.000000,8125.000000,7950.000000,7975.000000,7745.003418,6818900
2020-10-07,7975.000000,8025.000000,7925.000000,8000.000000,7769.282715,7614400
2020-10-08,8000.000000,8050.000000,7950.000000,8025.000000,7793.561035,5225600
2020-10-09,8025.000000,8050.000000,7975.000000,8050.000000,7817.840332,4652000
2020-10-12,8100.000000,8100.000000,7950.000000,7950.000000,7720.724609,6704300
2020-10-13,7950.000000,7975.000000,7900.000000,7975.000000,7745.003418,5744000
2020-10-14,7975.000000,7975.000000,7900.000000,7925.000000,7696.445313,9576500
2020-10-15,7925.000000,7975.000000,7900.000000,7925.000000,7696.445313,6237200
2020-10-16,7925.000000,8000.000000,7900.000000,8000.000000,7769.282715,4947200
2020-10-19,8000.000000,8025.000000,7900.000000,7900.000000,7672.166016,6586600
2020-10-20,7950.000000,8000.000000,7900.000000,8000.000000,7769.282715,4784600
2020-10-21,8000.000000,8025.000000,7950.000000,7950.000000,7720.724609,8550600
2020-10-22,7950.000000,8000.000000,7850.000000,7850.000000,7623.608398,9883400
2020-10-23,7825.000000,7950.000000,7800.000000,7925.000000,7696.445313,7956200
2020-10-26,7950.000000,7950.000000,7875.000000,7875.000000,7647.887695,5298300
2020-10-27,7875.000000,7900.000000,7750.000000,7825.000000,7599.329102,13298500
2020-11-02,7825.000000,7825.000000,7600.000000,7625.000000,7405.097168,17741500
2020-11-03,7725.000000,7850.000000,7650.000000,7825.000000,7599.329102,8572700
2020-11-04,7850.000000,7950.000000,7800.000000,7800.000000,7575.050293,6185300
2020-11-05,7950.000000,7975.000000,7775.000000,7900.000000,7672.166016,9875000
2020-11-06,7900.000000,8100.000000,7825.000000,8075.000000,7842.119629,18386900
2020-11-09,8075.000000,8100.000000,7850.000000,7950.000000,7720.724609,15537900
2020-11-10,8050.000000,8050.000000,7800.000000,7800.000000,7575.050293,25530300
2020-11-11,7850.000000,7875.000000,7750.000000,7750.000000,7526.492188,22515700
2020-11-12,7750.000000,7825.000000,7750.000000,7800.000000,7575.050293,11094800
2020-11-13,7825.000000,7875.000000,7750.000000,7750.000000,7526.492188,6119200
2020-11-16,7800.000000,7850.000000,7700.000000,7725.000000,7502.213379,14162300
2020-11-17,7725.000000,7800.000000,7725.000000,7775.000000,7550.771484,16284000
2020-11-18,7800.000000,7900.000000,7800.000000,7800.000000,7575.050293,20505800
2020-11-19,7800.000000,7850.000000,7750.000000,7775.000000,7550.771484,12509800
2020-11-20,7775.000000,7825.000000,7725.000000,7725.000000,7502.213379,11720600
2020-11-23,7800.000000,7875.000000,7750.000000,7825.000000,7599.329102,13048300
2020-11-24,7850.000000,7900.000000,7850.000000,7850.000000,7623.608398,13733400
2020-11-25,7850.000000,7900.000000,7725.000000,7725.000000,7502.213379,20714100
2020-11-26,7750.000000,7800.000000,7750.000000,7750.000000,7526.492188,9155400
2020-11-27,7750.000000,7800.000000,7725.000000,7750.000000,7526.492188,17354300
2020-11-30,7750.000000,7800.000000,7675.000000,7725.000000,7502.213379,43997600
2020-12-01,7650.000000,7750.000000,7650.000000,7700.000000,7563.110840,15747200
2020-12-02,7725.000000,7725.000000,7625.000000,7650.000000,7514.000000,23596500
2020-12-03,7650.000000,7675.000000,7525.000000,7550.000000,7415.777832,30312300
2020-12-04,7575.000000,7650.000000,7575.000000,7600.000000,7464.888672,10334600
2020-12-07,7625.000000,7750.000000,7625.000000,7675.000000,7538.555176,18574500
2020-12-08,7700.000000,7800.000000,7600.000000,7625.000000,7489.444336,21827800
2020-12-10,7675.000000,7725.000000,7550.000000,7550.000000,7415.777832,19499000
2020-12-11,7575.000000,7600.000000,7450.000000,7475.000000,7342.110840,18572300
2020-12-14,7500.000000,7550.000000,7475.000000,7500.000000,7366.666504,14561300
2020-12-15,7500.000000,7550.000000,7450.000000,7475.000000,7342.110840,11350700
2020-12-16,7500.000000,7575.000000,7475.000000,7500.000000,7366.666504,14947200
2020-12-17,7500.000000,7550.000000,7425.000000,7425.000000,7293.000000,19682500
2020-12-18,7425.000000,7675.000000,7425.000000,7600.000000,7464.888672,35360700
2020-12-21,7600.000000,7700.000000,7600.000000,7625.000000,7489.444336,20648100
2020-12-22,7625.000000,7650.000000,7450.000000,7475.000000,7342.110840,13101600
2020-12-23,7550.000000,7550.000000,7300.000000,7425.000000,7293.000000,13560700
2020-12-28,7500.000000,7500.000000,7375.000000,7450.000000,7317.555176,8543700
2020-12-29,7450.000000,7475.000000,7350.000000,7350.000000,7219.333008,8044100
2020-12-30,7450.000000,7550.000000,7350.000000,7350.000000,7219.333008,11852400
2021-01-04,7450.000000,7500.000000,7350.000000,7475.000000,7342.110840,8203000
2021-01-05,7475.000000,7500.000000,7375.000000,7375.000000,7243.888672,11869900
2021-01-06,7375.000000,7400.000000,7175.000000,7200.000000,7072.000000,24431200
2021-01-07,7200.000000,7250.000000,7125.000000,7200.000000,7072.000000,14692600
2021-01-08,7250.000000,7275.000000,7125.000000,7175.000000,7047.444336,24667000
2021-01-11,7175.000000,7350.000000,7100.000000,7200.000000,7072.000000,25591700
2021-01-12,7250.000000,7275.000000,7100.000000,7100.000000,6973.777832,20896700
2021-01-13,7200.000000,7200.000000,7000.000000,7025.000000,6900.110840,28188400
2021-01-14,7025.000000,7075.000000,7000.000000,7000.000000,6875.555176,27720000
2021-01-15,7000.000000,7050.000000,6925.000000,6950.000000,6826.444336,18780400
2021-01-18,6950.000000,7525.000000,6900.000000,7500.000000,7366.666504,44943900
2021-01-19,7800.000000,8000.000000,7525.000000,7575.000000,7440.333008,108575300
2021-01-20,7600.000000,7675.000000,7325.000000,7400.000000,7268.444336,34817000
2021-01-21,7400.000000,7500.000000,7325.000000,7325.000000,7194.777832,16702700
2021-01-22,7375.000000,7400.000000,7225.000000,7275.000000,7145.666504,14718800
2021-01-25,7275.000000,7325.000000,7025.000000,7250.000000,7121.110840,17025000
2021-01-26,7275.000000,7475.000000,7175.000000,7250.000000,7121.110840,17948000
2021-01-27,7325.000000,7350.000000,7050.000000,7125.000000,6998.333008,14628000
2021-01-28,7100.000000,7175.000000,6925.000000,7075.000000,6949.222168,20723700
2021-01-29,7075.000000,7225.000000,6900.000000,6925.000000,6801.888672,36432100
2021-02-01,6900.000000,7100.000000,6800.000000,7025.000000,6900.110840,15324400
2021-02-02,7100.000000,7125.000000,6950.000000,7000.000000,6875.555176,11678200
2021-02-03,7100.000000,7325.000000,7000.000000,7175.000000,7047.444336,16730800
2021-02-04,7250.000000,7325.000000,7175.000000,7300.000000,7170.222168,17606900
2021-02-05,7325.000000,7350.000000,7200.000000,7225.000000,7096.555176,11295000
2021-02-08,7225.000000,7250.000000,7100.000000,7100.000000,6973.777832,14010900
2021-02-09,7150.000000,7175.000000,7025.000000,7100.000000,6973.777832,10394200
2021-02-10,7150.000000,7150.000000,7025.000000,7150.000000,7022.888672,6019200
2021-02-11,7175.000000,7175.000000,7100.000000,7175.000000,7047.444336,3700200
2021-02-15,7175.000000,7175.000000,7025.000000,7050.000000,6924.666504,8252200
2021-02-16,7100.000000,7100.000000,7000.000000,7025.000000,6900.110840,11529000
2021-02-17,7000.000000,7100.000000,6975.000000,7100.000000,6973.777832,6980200
2021-02-18,7075.000000,7100.000000,6975.000000,6975.000000,6851.000000,11085900
2021-02-19,6975.000000,6975.000000,6900.000000,6950.000000,6826.444336,8791400
2021-02-22,6975.000000,7000.000000,6875.000000,6875.000000,6752.777832,14949100
2021-02-23,6900.000000,6925.000000,6800.000000,6850.000000,6728.222168,12860600
2021-02-24,6850.000000,6950.000000,6850.000000,6850.000000,6728.222168,10340700
2021-02-25,6850.000000,6900.000000,6750.000000,6775.000000,6654.555176,14021800
2021-02-26,6750.000000,7000.000000,6675.000000,7000.000000,6875.555176,26873400
2021-03-01,7000.000000,7000.000000,6800.000000,6825.000000,6703.666504,13054100
2021-03-02,6825.000000,6850.000000,6725.000000,6825.000000,6703.666504,17348900
2021-03-03,6825.000000,6900.000000,6775.000000,6875.000000,6752.777832,8276700
2021-03-04,6875.000000,6875.000000,6725.000000,6725.000000,6605.444336,10778200
2021-03-05,6700.000000,6750.000000,6675.000000,6725.000000,6605.444336,6029300
2021-03-08,6800.000000,6800.000000,6625.000000,6650.000000,6531.777832,10141900
2021-03-09,6700.000000,6700.000000,6475.000000,6550.000000,6433.555176,18687300
2021-03-10,6575.000000,6625.000000,6525.000000,6575.000000,6458.110840,6458000
2021-03-12,6575.000000,6700.000000,6575.000000,6700.000000,6580.888672,6978300
2021-03-15,6700.000000,6725.000000,6575.000000,6575.000000,6458.110840,12546500
2021-03-16,6575.000000,6650.000000,6525.000000,6550.000000,6433.555176,12107300
2021-03-17,6550.000000,6600.000000,6475.000000,6475.000000,6359.888672,10231700
2021-03-18,6500.000000,6600.000000,6500.000000,6600.000000,6482.666504,12740200
2021-03-19,6600.000000,6750.000000,6525.000000,6750.000000,6630.000000,24004400
2021-03-22,6750.000000,6775.000000,6675.000000,6700.000000,6580.888672,6044900
2021-03-23,6675.000000,6800.000000,6675.000000,6750.000000,6630.000000,8836500
2021-03-24,6725.000000,6750.000000,6550.000000,6575.000000,6458.110840,11037200
2021-03-25,6600.000000,6650.000000,6500.000000,6650.000000,6531.777832,10704500
2021-03-26,6650.000000,6700.000000,6600.000000,6600.000000,6482.666504,5548000
2021-03-29,6600.000000,6775.000000,6575.000000,6725.000000,6605.444336,11959200
2021-03-30,6700.000000,6725.000000,6525.000000,6550.000000,6433.555176,14708700
2021-03-31,6600.000000,6600.000000,6450.000000,6575.000000,6458.110840,14361800
2021-04-01,6575.000000,6700.000000,6525.000000,6625.000000,6507.222168,9105000
2021-04-05,6625.000000,6625.000000,6475.000000,6475.000000,6359.888672,5799200
2021-04-06,6500.000000,6525.000000,6450.000000,6475.000000,6359.888672,5009900
2021-04-07,6475.000000,6550.000000,6450.000000,6525.000000,6409.000000,5096500
2021-04-08,6525.000000,6800.000000,6525.000000,6600.000000,6482.666504,10879400
2021-04-09,6600.000000,6625.000000,6475.000000,6475.000000,6359.888672,9479200
2021-04-12,6500.000000,6550.000000,6300.000000,6325.000000,6212.555176,15823700
2021-04-13,6350.000000,6350.000000,6150.000000,6225.000000,6114.333008,12975200
2021-04-14,6250.000000,6325.000000,6225.000000,6300.000000,6188.000000,5450700
2021-04-15,6300.000000,6400.000000,6225.000000,6400.000000,6286.222168,8910100
2021-04-16,6400.000000,6450.000000,6250.000000,6325.000000,6212.555176,7481000
2021-04-19,6350.000000,6375.000000,6225.000000,6300.000000,6188.000000,7032700
2021-04-20,6300.000000,6300.000000,6150.000000,6225.000000,6114.333008,13695800
2021-04-21,6150.000000,6200.000000,6100.000000,6100.000000,5991.555176,14082200
2021-04-22,6100.000000,6150.000000,6075.000000,6125.000000,6016.110840,12095300
2021-04-23,6150.000000,6150.000000,6025.000000,6075.000000,5967.000000,11471100
2021-04-26,6075.000000,6200.000000,6075.000000,6125.000000,6016.110840,8628200
2021-04-27,6200.000000,6200.000000,6025.000000,6025.000000,5917.888672,10560300
2021-04-28,6025.000000,6075.000000,6000.000000,6075.000000,5967.000000,9453200
2021-04-29,6100.000000,6125.000000,6000.000000,6050.000000,5942.444336,21365800
2021-04-30,6050.000000,6100.000000,5925.000000,6000.000000,5893.333008,22253900
2021-05-03,6000.000000,6000.000000,5900.000000,5900.000000,5795.110840,11454300
2021-05-04,5900.000000,5950.000000,5700.000000,5750.000000,5647.777832,27736500
2021-05-05,5750.000000,5900.000000,5725.000000,5775.000000,5672.333008,23481700
2021-05-06,5750.000000,5775.000000,5550.000000,5550.000000,5451.333008,41445900
2021-05-07,5550.000000,5625.000000,5500.000000,5525.000000,5426.777832,32723800
2021-05-10,5550.000000,5875.000000,5550.000000,5700.000000,5598.666504,42701900
2021-05-11,5650.000000,5825.000000,5600.000000,5625.000000,5525.000000,28767800
2021-05-17,5650.000000,5725.000000,5500.000000,5600.000000,5500.444336,20202700
2021-05-18,5650.000000,5650.000000,5525.000000,5575.000000,5475.888672,12773900
2021-05-19,5550.000000,5550.000000,5425.000000,5450.000000,5353.110840,16176000
2021-05-20,5450.000000,5625.000000,5450.000000,5625.000000,5525.000000,20439300
2021-05-21,5650.000000,5675.000000,5550.000000,5575.000000,5475.888672,12760600
2021-05-24,5650.000000,5750.000000,5575.000000,5725.000000,5623.222168,19589000
2021-05-25,5750.000000,5750.000000,5575.000000,5675.000000,5574.110840,23086400
2021-05-27,5725.000000,5850.000000,5675.000000,5825.000000,5721.444336,53308600
2021-05-28,5850.000000,5850.000000,5625.000000,5775.000000,5672.333008,26276900
